Station_ID,City,Date,Vehicle_Type,Charging_Start_Time,Charging_End_Time,Energy_Consumed_kWh,Cost_INR,Payment_Method,Session_Duration_Min,Day,Month,Year,Day_of_Week,Weekend,Hour,Time_Slot,Revenue_Category
ST358,Ahmedabad,2024-03-12,Bike,01:22,02:59,60.29,701.38,Card,97.0,12,March,2024,Tuesday,False,1,Afternoon,High
ST228,Chennai,2024-03-17,Truck,19:35,21:04,35.92,369.88,Cash,89.0,17,March,2024,Sunday,True,19,Evening,Medium
ST160,Jaipur,2024-06-19,Bike,08:26,09:22,21.89,238.61,Card,56.0,19,June,2024,Wednesday,False,8,Morning,Low
ST292,Ahmedabad,2024-02-02,Bike,02:09,03:32,45.97,409.77,Card,83.0,2,February,2024,Friday,False,2,Afternoon,Medium
ST221,Hyderabad,2024-02-18,Truck,12:43,14:12,42.1,531.21,Cash,89.0,18,February,2024,Sunday,True,12,Afternoon,Low
ST492,Chennai,2025-12-19,Bike,02:26,05:04,98.18,1064.06,Card,158.0,19,December,2025,Friday,False,2,Afternoon,Low
ST056,Bhopal,2024-12-08,Bus,09:23,10:02,14.05,176.02,Card,39.0,8,December,2024,Sunday,True,9,Morning,Low
ST041,Mumbai,2024-04-19,Bus,07:57,10:22,100.68,1024.31,Card,145.0,19,April,2024,Friday,False,7,Morning,Medium
ST041,Delhi,2024-11-21,Car,12:32,14:20,43.72,524.62,UPI,108.0,21,November,2024,Thursday,False,12,Afternoon,Medium
ST028,Hyderabad,2025-02-11,Car,17:20,20:11,103.26,1251.49,UPI,171.0,11,February,2025,Tuesday,False,17,Evening,High
ST437,Ahmedabad,2024-06-19,Bus,09:05,10:17,40.95,554.31,Card,72.0,19,June,2024,Wednesday,False,9,Morning,High
ST274,Kolkata,2025-04-11,Truck,10:49,11:36,20.15,228.87,UPI,47.0,11,April,2025,Friday,False,10,Morning,Low
ST177,Bhopal,2024-08-16,Bike,15:10,15:56,22.74,239.34,Card,46.0,16,August,2024,Friday,False,15,Afternoon,High
ST034,Ahmedabad,2025-02-28,Truck,23:36,02:13,65.03,846.7,UPI,157.0,28,February,2025,Friday,False,23,Night,Low
ST105,Pune,2024-12-17,Truck,12:55,15:52,74.59,721.72,Card,177.0,17,December,2024,Tuesday,False,12,Afternoon,Low
ST483,Jaipur,2025-05-07,Bike,23:11,01:58,86.67,1029.96,Cash,167.0,7,May,2025,Wednesday,False,23,Night,High
ST297,Bhopal,2025-02-03,Bike,02:45,05:36,67.19,701.85,UPI,171.0,3,February,2025,Monday,False,2,Afternoon,High
ST096,Indore,2025-05-04,Bus,13:02,14:18,48.24,684.4,Cash,76.0,4,May,2025,Sunday,True,13,Afternoon,Low
ST457,Bhopal,2024-06-25,Truck,03:53,05:44,61.65,572.26,Card,111.0,25,June,2024,Tuesday,False,3,Afternoon,High
ST414,Jaipur,2024-11-14,Truck,09:26,12:26,103.85,1251.4,UPI,180.0,14,November,2024,Thursday,False,9,Morning,Low
ST124,Indore,2024-01-27,Car,11:19,12:57,56.31,768.22,Card,98.0,27,January,2024,Saturday,True,11,Morning,Medium
ST032,Chennai,2025-09-06,Bus,10:54,11:58,28.7,267.68,Card,64.0,6,September,2025,Saturday,True,10,Morning,Medium
ST365,Chennai,2024-04-16,Bus,10:18,12:49,74.69,1020.07,Card,151.0,16,April,2024,Tuesday,False,10,Morning,High
ST271,Ahmedabad,2025-06-05,Bus,22:58,23:30,19.16,172.66,Cash,32.0,5,June,2025,Thursday,False,22,Night,High
ST378,Delhi,2024-02-22,Car,15:16,18:07,99.53,1273.66,Card,171.0,22,February,2024,Thursday,False,15,Afternoon,Low
ST491,Bhopal,2025-09-06,Truck,15:36,17:28,69.82,917.12,UPI,112.0,6,September,2025,Saturday,True,15,Afternoon,Medium
ST498,Mumbai,2025-09-28,Bus,07:41,09:59,73.64,842.71,UPI,138.0,28,September,2025,Sunday,True,7,Morning,Low
ST440,Hyderabad,2024-08-13,Bike,02:58,05:28,100.42,1446.7,UPI,150.0,13,August,2024,Tuesday,False,2,Afternoon,Medium
ST469,Kolkata,2024-06-30,Bike,10:05,12:18,83.99,1032.27,UPI,133.0,30,June,2024,Sunday,True,10,Morning,Medium
ST051,Pune,2025-11-24,Bike,18:26,21:11,70.82,756.68,Card,165.0,24,November,2025,Monday,False,18,Evening,Low
ST480,Delhi,2025-08-02,Bus,01:15,03:46,76.29,920.96,Card,151.0,2,August,2025,Saturday,True,1,Afternoon,Low
ST327,Kolkata,2025-08-29,Bike,23:48,00:24,18.71,266.69,Cash,36.0,29,August,2025,Friday,False,23,Night,Low
ST079,Kolkata,2024-09-11,Truck,21:44,23:17,40.38,362.95,Cash,93.0,11,September,2024,Wednesday,False,21,Night,Medium
ST404,Pune,2025-09-23,Bus,01:45,02:16,14.65,135.62,Card,31.0,23,September,2025,Tuesday,False,1,Afternoon,Medium
ST390,Pune,2024-10-23,Bus,10:45,13:32,86.47,801.08,Card,167.0,23,October,2024,Wednesday,False,10,Morning,Medium
ST454,Mumbai,2025-11-04,Truck,16:40,17:51,28.21,401.37,Cash,71.0,4,November,2025,Tuesday,False,16,Afternoon,Medium
ST077,Jaipur,2025-07-16,Bus,06:39,08:37,58.87,605.77,Card,118.0,16,July,2025,Wednesday,False,6,Morning,Medium
ST084,Bhopal,2025-12-05,Bus,11:50,14:22,104.47,1267.4,Card,152.0,5,December,2025,Friday,False,11,Morning,High
ST196,Bhopal,2024-10-02,Bike,00:43,02:40,51.08,567.66,UPI,117.0,2,October,2024,Wednesday,False,0,Afternoon,High
ST406,Hyderabad,2025-05-26,Bike,03:35,04:59,51.82,538.07,UPI,84.0,26,May,2025,Monday,False,3,Afternoon,Low
ST492,Mumbai,2025-04-07,Car,06:19,08:27,78.01,938.92,Cash,128.0,7,April,2025,Monday,False,6,Morning,Low
ST078,Kolkata,2025-05-04,Truck,19:13,21:22,82.05,773.71,Card,129.0,4,May,2025,Sunday,True,19,Evening,Low
ST120,Pune,2025-03-25,Car,06:22,07:56,51.98,458.73,UPI,94.0,25,March,2025,Tuesday,False,6,Morning,Medium
ST437,Delhi,2025-05-20,Bus,12:13,14:32,61.43,763.4,UPI,139.0,20,May,2025,Tuesday,False,12,Afternoon,High
ST268,Indore,2025-09-06,Car,03:03,05:30,97.12,899.19,UPI,147.0,6,September,2025,Saturday,True,3,Afternoon,Medium
ST145,Ahmedabad,2024-12-31,Car,06:13,08:13,66.58,882.88,Card,120.0,31,December,2024,Tuesday,False,6,Morning,Medium
ST454,Jaipur,2025-04-04,Bus,06:34,08:11,36.61,441.02,Card,97.0,4,April,2025,Friday,False,6,Morning,Medium
ST302,Mumbai,2024-02-21,Car,03:34,06:34,67.95,608.44,Card,180.0,21,February,2024,Wednesday,False,3,Afternoon,High
ST254,Jaipur,2025-07-29,Bike,02:06,03:53,72.18,954.75,Card,107.0,29,July,2025,Tuesday,False,2,Afternoon,High
ST059,Delhi,2024-08-31,Car,05:58,06:58,33.44,381.84,Card,60.0,31,August,2024,Saturday,True,5,Afternoon,High
ST230,Indore,2024-03-26,Car,18:09,19:13,30.12,400.42,Card,64.0,26,March,2024,Tuesday,False,18,Evening,High
ST234,Mumbai,2025-06-01,Bike,04:17,06:13,61.11,639.11,Card,116.0,1,June,2025,Sunday,True,4,Afternoon,Low
ST481,Pune,2025-03-20,Bus,13:07,14:29,50.04,511.5,UPI,82.0,20,March,2025,Thursday,False,13,Afternoon,Medium
ST423,Bhopal,2024-06-20,Bus,13:28,16:13,82.14,877.26,UPI,165.0,20,June,2024,Thursday,False,13,Afternoon,Medium
ST137,Mumbai,2025-08-07,Bus,20:00,22:40,68.09,862.39,Cash,160.0,7,August,2025,Thursday,False,20,Evening,Medium
ST229,Bhopal,2024-05-30,Car,10:51,11:14,15.09,177.75,UPI,23.0,30,May,2024,Thursday,False,10,Morning,Medium
ST310,Mumbai,2024-08-17,Bus,12:42,13:47,23.55,292.06,UPI,65.0,17,August,2024,Saturday,True,12,Afternoon,Medium
ST482,Hyderabad,2024-12-23,Bike,23:51,00:46,35.86,438.42,UPI,55.0,23,December,2024,Monday,False,23,Night,Low
ST183,Jaipur,2024-02-26,Truck,05:43,07:34,69.69,858.2,Cash,111.0,26,February,2024,Monday,False,5,Afternoon,Medium
ST466,Mumbai,2025-01-01,Bus,00:20,01:00,18.93,215.63,Cash,40.0,1,January,2025,Wednesday,False,0,Afternoon,Low
ST232,Hyderabad,2025-11-12,Bike,04:49,05:43,29.1,263.56,Card,54.0,12,November,2025,Wednesday,False,4,Afternoon,High
ST133,Hyderabad,2025-08-05,Bike,17:11,17:44,12.61,126.48,UPI,33.0,5,August,2025,Tuesday,False,17,Evening,Medium
ST356,Ahmedabad,2025-11-05,Bus,20:44,22:47,82.61,1090.47,Card,123.0,5,November,2025,Wednesday,False,20,Evening,Low
ST484,Bhopal,2024-03-19,Bus,14:14,14:54,18.48,190.42,Cash,40.0,19,March,2024,Tuesday,False,14,Afternoon,High
ST427,Mumbai,2025-04-12,Truck,11:35,12:56,37.17,431.57,UPI,81.0,12,April,2025,Saturday,True,11,Morning,Low
ST328,Jaipur,2025-04-23,Car,20:17,20:57,24.16,349.69,UPI,40.0,23,April,2025,Wednesday,False,20,Evening,Medium
ST193,Pune,2025-07-02,Bike,08:26,09:42,49.49,648.86,Cash,76.0,2,July,2025,Wednesday,False,8,Morning,High
ST144,Pune,2025-05-14,Truck,00:47,01:28,15.89,138.1,UPI,41.0,14,May,2025,Wednesday,False,0,Afternoon,Medium
ST327,Indore,2025-06-06,Truck,12:16,13:29,42.57,495.59,UPI,73.0,6,June,2025,Friday,False,12,Afternoon,Low
ST266,Hyderabad,2024-09-28,Car,01:44,02:53,24.8,346.21,Cash,69.0,28,September,2024,Saturday,True,1,Afternoon,Low
ST303,Jaipur,2024-08-13,Truck,02:05,03:26,45.69,558.6,UPI,81.0,13,August,2024,Tuesday,False,2,Afternoon,Medium
ST268,Pune,2025-09-26,Truck,23:58,01:04,24.17,318.47,Cash,66.0,26,September,2025,Friday,False,23,Night,Medium
ST458,Indore,2024-08-10,Bike,09:19,11:38,76.64,835.54,Card,139.0,10,August,2024,Saturday,True,9,Morning,Low
ST058,Mumbai,2024-11-28,Truck,22:23,23:25,22.17,219.16,UPI,62.0,28,November,2024,Thursday,False,22,Night,High
ST304,Chennai,2024-02-02,Bike,19:24,21:55,104.39,1325.95,Cash,151.0,2,February,2024,Friday,False,19,Evening,Low
ST367,Indore,2024-12-25,Bike,22:58,00:23,38.76,365.33,Cash,85.0,25,December,2024,Wednesday,False,22,Night,Medium
ST181,Pune,2025-01-01,Bus,22:19,00:00,68.29,631.15,Cash,101.0,1,January,2025,Wednesday,False,22,Night,High
ST268,Chennai,2024-03-12,Bus,17:07,17:37,16.03,201.16,UPI,30.0,12,March,2024,Tuesday,False,17,Evening,Medium
ST458,Kolkata,2024-06-20,Bus,12:04,13:11,37.59,389.88,Card,67.0,20,June,2024,Thursday,False,12,Afternoon,Low
ST319,Kolkata,2024-02-11,Bike,09:41,10:08,12.25,169.0,UPI,27.0,11,February,2024,Sunday,True,9,Morning,Medium
ST415,Kolkata,2024-05-05,Bus,06:28,09:25,111.69,1003.75,UPI,177.0,5,May,2024,Sunday,True,6,Morning,Low
ST279,Ahmedabad,2025-03-02,Car,14:15,16:15,50.29,436.77,Cash,120.0,2,March,2025,Sunday,True,14,Afternoon,High
ST101,Kolkata,2025-09-09,Truck,17:26,18:36,38.66,416.04,UPI,70.0,9,September,2025,Tuesday,False,17,Evening,Medium
ST362,Ahmedabad,2024-08-01,Bus,01:07,02:13,30.65,366.25,UPI,66.0,1,August,2024,Thursday,False,1,Afternoon,Medium
ST135,Kolkata,2024-10-21,Bike,17:06,19:54,101.65,1173.43,Cash,168.0,21,October,2024,Monday,False,17,Evening,High
ST473,Hyderabad,2024-01-12,Car,01:10,01:46,24.5,236.09,Cash,36.0,12,January,2024,Friday,False,1,Afternoon,Medium
ST341,Pune,2024-08-12,Bike,21:41,23:11,60.2,654.44,Cash,90.0,12,August,2024,Monday,False,21,Night,Low
ST405,Kolkata,2024-03-10,Truck,23:46,00:22,23.01,233.15,Card,36.0,10,March,2024,Sunday,True,23,Night,High
ST133,Mumbai,2025-11-16,Bus,08:52,10:26,52.76,516.35,Card,94.0,16,November,2025,Sunday,True,8,Morning,Medium
ST485,Indore,2025-05-12,Car,11:39,12:04,14.96,137.56,Cash,25.0,12,May,2025,Monday,False,11,Morning,Medium
ST438,Jaipur,2024-07-07,Bike,01:14,03:25,64.22,751.84,Card,131.0,7,July,2024,Sunday,True,1,Afternoon,High
ST104,Jaipur,2025-12-06,Bus,05:32,06:45,38.63,373.37,Cash,73.0,6,December,2025,Saturday,True,5,Afternoon,High
ST329,Chennai,2025-05-19,Truck,21:26,23:25,51.92,564.7,Cash,119.0,19,May,2025,Monday,False,21,Night,Medium
ST344,Chennai,2025-12-02,Truck,22:02,00:44,84.15,777.68,UPI,162.0,2,December,2025,Tuesday,False,22,Night,Medium
ST485,Delhi,2024-10-25,Car,13:35,16:28,72.12,842.98,Cash,173.0,25,October,2024,Friday,False,13,Afternoon,Medium
ST391,Indore,2024-11-09,Car,04:11,06:51,60.16,867.77,Cash,160.0,9,November,2024,Saturday,True,4,Afternoon,Medium
ST313,Jaipur,2025-01-28,Car,06:59,09:18,56.09,553.31,Card,139.0,28,January,2025,Tuesday,False,6,Morning,High
ST392,Kolkata,2024-11-13,Bike,02:01,04:18,56.04,716.61,Card,137.0,13,November,2024,Wednesday,False,2,Afternoon,Low
ST317,Kolkata,2025-09-20,Car,23:24,00:57,61.69,803.13,UPI,93.0,20,September,2025,Saturday,True,23,Night,Low
ST126,Pune,2025-02-25,Car,03:26,04:33,36.01,363.18,UPI,67.0,25,February,2025,Tuesday,False,3,Afternoon,High
ST376,Delhi,2025-01-04,Car,12:57,15:01,54.76,513.62,UPI,124.0,4,January,2025,Saturday,True,12,Afternoon,Medium
ST426,Pune,2024-01-05,Bus,21:02,21:58,23.39,276.16,UPI,56.0,5,January,2024,Friday,False,21,Night,High
ST086,Pune,2024-12-03,Truck,19:23,21:32,70.86,631.39,UPI,129.0,3,December,2024,Tuesday,False,19,Evening,Low
ST465,Bhopal,2024-11-14,Bus,09:46,12:02,65.77,952.74,Cash,136.0,14,November,2024,Thursday,False,9,Morning,Low
ST161,Chennai,2024-06-21,Truck,06:29,08:35,68.26,596.21,Card,126.0,21,June,2024,Friday,False,6,Morning,Medium
ST494,Mumbai,2024-06-07,Bike,12:31,15:26,86.16,792.42,UPI,175.0,7,June,2024,Friday,False,12,Afternoon,Low
ST277,Kolkata,2024-01-16,Car,03:24,03:44,12.84,182.5,Card,20.0,16,January,2024,Tuesday,False,3,Afternoon,Low
ST072,Chennai,2024-01-23,Bus,22:29,23:49,40.73,423.2,Card,80.0,23,January,2024,Tuesday,False,22,Night,Medium
ST426,Mumbai,2024-04-04,Bus,05:33,08:24,63.41,862.16,Card,171.0,4,April,2024,Thursday,False,5,Afternoon,High
ST291,Jaipur,2024-09-05,Car,19:23,22:12,78.52,1077.63,UPI,169.0,5,September,2024,Thursday,False,19,Evening,High
ST139,Mumbai,2024-10-18,Car,14:04,14:53,26.65,295.62,UPI,49.0,18,October,2024,Friday,False,14,Afternoon,High
ST074,Chennai,2025-07-23,Car,18:17,19:33,51.1,457.09,Card,76.0,23,July,2025,Wednesday,False,18,Evening,Medium
ST203,Mumbai,2025-06-10,Bus,22:55,01:06,86.14,1089.76,Cash,131.0,10,June,2025,Tuesday,False,22,Night,Low
ST371,Pune,2025-06-21,Bike,00:22,02:30,74.21,630.8,UPI,128.0,21,June,2025,Saturday,True,0,Afternoon,Medium
ST227,Delhi,2024-10-26,Car,09:02,09:24,15.3,216.37,Cash,22.0,26,October,2024,Saturday,True,9,Morning,Medium
ST021,Chennai,2025-11-08,Truck,16:07,17:26,38.61,337.04,Card,79.0,8,November,2025,Saturday,True,16,Afternoon,Low
ST370,Pune,2024-09-04,Bike,19:47,20:25,19.64,177.67,UPI,38.0,4,September,2024,Wednesday,False,19,Evening,Medium
ST290,Chennai,2024-08-23,Bike,22:42,23:47,31.46,329.83,Cash,65.0,23,August,2024,Friday,False,22,Night,Low
ST391,Mumbai,2024-08-28,Car,08:35,11:05,83.92,747.81,UPI,150.0,28,August,2024,Wednesday,False,8,Morning,Medium
ST148,Hyderabad,2024-08-29,Bike,23:20,01:34,88.3,835.14,UPI,134.0,29,August,2024,Thursday,False,23,Night,Low
ST276,Ahmedabad,2025-11-12,Car,21:43,00:00,49.06,491.54,Cash,137.0,12,November,2025,Wednesday,False,21,Night,Medium
ST132,Indore,2025-10-30,Truck,20:19,21:40,47.58,613.06,Card,81.0,30,October,2025,Thursday,False,20,Evening,High
ST359,Indore,2025-07-20,Truck,21:22,22:22,27.14,366.83,UPI,60.0,20,July,2025,Sunday,True,21,Night,High
ST057,Hyderabad,2025-11-01,Bike,10:05,11:02,26.8,356.37,Card,57.0,1,November,2025,Saturday,True,10,Morning,High
ST369,Indore,2025-03-25,Truck,01:08,02:22,43.7,434.24,Cash,74.0,25,March,2025,Tuesday,False,1,Afternoon,High
ST119,Chennai,2025-06-11,Car,05:13,07:33,64.81,577.45,Card,140.0,11,June,2025,Wednesday,False,5,Afternoon,High
ST359,Hyderabad,2024-11-06,Bus,07:34,08:00,9.63,108.06,UPI,26.0,6,November,2024,Wednesday,False,7,Morning,High
ST085,Mumbai,2024-02-20,Bike,08:44,10:16,33.54,344.58,UPI,92.0,20,February,2024,Tuesday,False,8,Morning,Medium
ST079,Chennai,2025-04-15,Bike,11:07,13:11,86.54,922.75,UPI,124.0,15,April,2025,Tuesday,False,11,Morning,Medium
ST034,Ahmedabad,2024-02-10,Car,16:26,18:28,49.84,539.73,Cash,122.0,10,February,2024,Saturday,True,16,Afternoon,Low
ST081,Delhi,2025-12-17,Truck,06:07,08:21,75.0,712.89,Card,134.0,17,December,2025,Wednesday,False,6,Morning,High
ST369,Indore,2025-08-01,Bike,12:48,15:35,65.21,628.52,UPI,167.0,1,August,2025,Friday,False,12,Afternoon,High
ST475,Bhopal,2024-07-05,Bus,19:45,21:01,39.99,529.96,Cash,76.0,5,July,2024,Friday,False,19,Evening,High
ST272,Mumbai,2024-06-15,Car,23:55,00:46,32.35,346.81,UPI,51.0,15,June,2024,Saturday,True,23,Night,Medium
ST231,Kolkata,2024-04-16,Truck,06:15,07:20,43.21,491.32,Cash,65.0,16,April,2024,Tuesday,False,6,Morning,High
ST325,Mumbai,2025-05-28,Truck,14:26,14:51,9.31,131.55,UPI,25.0,28,May,2025,Wednesday,False,14,Afternoon,Low
ST018,Kolkata,2025-09-04,Bus,11:29,13:13,37.86,543.37,Cash,104.0,4,September,2025,Thursday,False,11,Morning,Low
ST312,Delhi,2025-11-18,Car,00:57,01:55,34.18,482.87,Card,58.0,18,November,2025,Tuesday,False,0,Afternoon,High
ST387,Mumbai,2024-03-26,Bus,05:46,07:38,65.84,597.81,UPI,112.0,26,March,2024,Tuesday,False,5,Afternoon,Low
ST485,Pune,2025-02-10,Truck,20:18,22:31,91.03,1048.17,Cash,133.0,10,February,2025,Monday,False,20,Evening,Medium
ST114,Mumbai,2025-10-10,Truck,01:32,02:34,23.75,317.89,Card,62.0,10,October,2025,Friday,False,1,Afternoon,Low
ST458,Indore,2025-05-25,Bus,09:13,11:09,67.02,881.24,Cash,116.0,25,May,2025,Sunday,True,9,Morning,Low
ST322,Bhopal,2025-02-24,Car,02:37,04:49,74.56,832.49,Card,132.0,24,February,2025,Monday,False,2,Afternoon,Medium
ST392,Indore,2024-04-02,Car,18:08,20:38,79.65,747.1,Cash,150.0,2,April,2024,Tuesday,False,18,Evening,Low
ST368,Delhi,2024-09-30,Bike,18:50,21:37,74.06,1047.7,UPI,167.0,30,September,2024,Monday,False,18,Evening,High
ST042,Jaipur,2025-12-05,Bus,06:38,09:25,113.13,1304.27,Cash,167.0,5,December,2025,Friday,False,6,Morning,Low
ST385,Bhopal,2025-11-25,Bus,23:32,02:09,99.47,910.26,Cash,157.0,25,November,2025,Tuesday,False,23,Night,Medium
ST491,Delhi,2024-02-23,Truck,05:06,06:00,30.66,391.01,UPI,54.0,23,February,2024,Friday,False,5,Afternoon,Medium
ST059,Kolkata,2025-09-04,Bike,20:53,23:13,82.42,1152.97,Cash,140.0,4,September,2025,Thursday,False,20,Evening,High
ST395,Delhi,2024-03-06,Bike,06:43,08:59,51.25,474.13,Cash,136.0,6,March,2024,Wednesday,False,6,Morning,Low
ST440,Indore,2024-06-14,Bus,13:06,13:31,12.83,178.85,Card,25.0,14,June,2024,Friday,False,13,Afternoon,Medium
ST004,Chennai,2025-07-26,Bus,11:07,13:19,61.06,867.3,Card,132.0,26,July,2025,Saturday,True,11,Morning,Medium
ST185,Ahmedabad,2024-01-26,Car,10:41,12:46,78.23,1053.41,Cash,125.0,26,January,2024,Friday,False,10,Morning,High
ST216,Pune,2025-10-21,Truck,07:18,08:50,36.59,393.65,Card,92.0,21,October,2025,Tuesday,False,7,Morning,Low
ST248,Jaipur,2024-01-07,Car,18:46,19:27,24.41,326.16,Card,41.0,7,January,2024,Sunday,True,18,Evening,High
ST206,Bhopal,2024-10-21,Car,12:36,13:26,30.11,310.0,UPI,50.0,21,October,2024,Monday,False,12,Afternoon,Medium
ST297,Delhi,2024-12-01,Truck,13:54,15:33,44.68,388.28,UPI,99.0,1,December,2024,Sunday,True,13,Afternoon,High
ST485,Indore,2025-09-09,Car,16:10,17:04,30.98,331.47,Card,54.0,9,September,2025,Tuesday,False,16,Afternoon,Medium
ST362,Bhopal,2025-07-29,Bike,04:53,05:51,36.38,342.59,UPI,58.0,29,July,2025,Tuesday,False,4,Afternoon,Medium
ST479,Mumbai,2024-10-01,Truck,03:23,04:51,40.79,588.31,Card,88.0,1,October,2024,Tuesday,False,3,Afternoon,Low
ST195,Pune,2025-08-10,Bus,06:53,08:44,66.59,807.45,Card,111.0,10,August,2025,Sunday,True,6,Morning,Low
ST085,Kolkata,2025-11-23,Bike,02:02,04:29,95.38,1333.85,Card,147.0,23,November,2025,Sunday,True,2,Afternoon,Medium
ST334,Jaipur,2025-11-18,Truck,14:06,14:59,36.09,456.35,Cash,53.0,18,November,2025,Tuesday,False,14,Afternoon,Medium
ST131,Kolkata,2024-04-09,Truck,04:44,06:08,32.05,273.24,Card,84.0,9,April,2024,Tuesday,False,4,Afternoon,Medium
ST358,Jaipur,2025-11-03,Car,18:58,21:44,72.86,890.83,UPI,166.0,3,November,2025,Monday,False,18,Evening,High
ST369,Mumbai,2024-11-12,Bike,11:12,12:51,49.49,700.14,UPI,99.0,12,November,2024,Tuesday,False,11,Morning,High
ST337,Chennai,2025-08-01,Car,00:50,01:22,15.81,191.11,UPI,32.0,1,August,2025,Friday,False,0,Afternoon,Low
ST453,Chennai,2025-11-04,Truck,15:57,18:41,66.99,605.6,UPI,164.0,4,November,2025,Tuesday,False,15,Afternoon,High
ST305,Delhi,2025-10-14,Car,02:30,03:10,26.46,343.95,Cash,40.0,14,October,2025,Tuesday,False,2,Afternoon,Low
ST271,Hyderabad,2025-04-25,Truck,17:57,18:46,27.81,311.48,Card,49.0,25,April,2025,Friday,False,17,Evening,High
ST136,Ahmedabad,2025-03-22,Truck,00:34,02:59,68.2,767.03,Cash,145.0,22,March,2025,Saturday,True,0,Afternoon,Medium
ST280,Indore,2024-04-13,Truck,12:04,12:40,23.92,251.3,Cash,36.0,13,April,2024,Saturday,True,12,Afternoon,Low
ST129,Hyderabad,2024-12-23,Car,00:39,01:20,19.77,183.36,Card,41.0,23,December,2024,Monday,False,0,Afternoon,High
ST268,Chennai,2024-06-24,Car,04:50,05:36,20.03,242.8,Cash,46.0,24,June,2024,Monday,False,4,Afternoon,Medium
ST081,Hyderabad,2025-01-26,Car,12:10,12:31,7.82,109.15,Card,21.0,26,January,2025,Sunday,True,12,Afternoon,High
ST146,Ahmedabad,2025-07-30,Truck,13:20,15:15,51.76,598.85,Cash,115.0,30,July,2025,Wednesday,False,13,Afternoon,Low
ST061,Delhi,2024-11-07,Bike,17:57,20:29,77.6,1028.13,Card,152.0,7,November,2024,Thursday,False,17,Evening,Low
ST375,Indore,2024-08-26,Car,13:53,15:44,74.25,798.5,UPI,111.0,26,August,2024,Monday,False,13,Afternoon,Medium
ST081,Ahmedabad,2024-01-02,Car,11:55,14:21,91.85,857.66,Card,146.0,2,January,2024,Tuesday,False,11,Morning,High
ST398,Hyderabad,2025-10-17,Bike,00:02,01:19,50.24,438.17,Card,77.0,17,October,2025,Friday,False,0,Afternoon,Low
ST348,Kolkata,2024-07-11,Bike,17:16,19:07,42.45,592.14,Cash,111.0,11,July,2024,Thursday,False,17,Evening,High
ST350,Bhopal,2024-04-19,Car,16:20,17:30,30.34,265.7,Card,70.0,19,April,2024,Friday,False,16,Afternoon,High
ST193,Chennai,2024-09-19,Car,10:18,12:24,53.82,588.3,Cash,126.0,19,September,2024,Thursday,False,10,Morning,High
ST102,Mumbai,2024-08-14,Bus,16:58,18:09,44.28,569.33,UPI,71.0,14,August,2024,Wednesday,False,16,Afternoon,Medium
ST023,Delhi,2024-01-26,Bus,08:51,11:41,65.2,827.39,UPI,170.0,26,January,2024,Friday,False,8,Morning,High
ST147,Indore,2024-01-31,Truck,17:57,18:28,14.69,203.79,Cash,31.0,31,January,2024,Wednesday,False,17,Evening,Low
ST067,Pune,2025-05-04,Truck,04:32,06:03,51.23,636.18,UPI,91.0,4,May,2025,Sunday,True,4,Afternoon,Medium
ST407,Pune,2025-03-12,Truck,01:36,02:49,39.01,502.53,Card,73.0,12,March,2025,Wednesday,False,1,Afternoon,Medium
ST489,Jaipur,2025-06-26,Bike,06:36,09:31,83.77,1131.58,UPI,175.0,26,June,2025,Thursday,False,6,Morning,Low
ST130,Bhopal,2025-09-30,Bus,21:18,23:54,102.21,1426.12,Cash,156.0,30,September,2025,Tuesday,False,21,Night,Medium
ST181,Delhi,2024-05-27,Car,13:30,14:15,23.4,318.03,UPI,45.0,27,May,2024,Monday,False,13,Afternoon,High
ST324,Indore,2024-05-11,Car,07:53,08:38,20.07,187.83,Card,45.0,11,May,2024,Saturday,True,7,Morning,Low
ST385,Jaipur,2024-10-22,Bike,01:07,02:27,40.63,491.9,Cash,80.0,22,October,2024,Tuesday,False,1,Afternoon,Medium
ST026,Jaipur,2025-07-05,Car,14:34,15:08,23.46,216.55,UPI,34.0,5,July,2025,Saturday,True,14,Afternoon,High
ST496,Delhi,2025-04-27,Truck,15:53,17:18,44.99,457.31,Cash,85.0,27,April,2025,Sunday,True,15,Afternoon,Medium
ST498,Chennai,2024-09-26,Bus,19:34,21:32,73.97,806.27,UPI,118.0,26,September,2024,Thursday,False,19,Evening,Low
ST047,Delhi,2025-10-29,Bike,11:55,14:36,109.46,1228.25,UPI,161.0,29,October,2025,Wednesday,False,11,Morning,High
ST262,Ahmedabad,2025-02-03,Car,04:31,06:36,72.33,828.03,Card,125.0,3,February,2025,Monday,False,4,Afternoon,Medium
ST052,Mumbai,2024-07-09,Truck,10:37,12:37,73.64,1026.61,UPI,120.0,9,July,2024,Tuesday,False,10,Morning,Low
ST378,Indore,2025-12-24,Bus,03:21,05:53,63.76,733.4,UPI,152.0,24,December,2025,Wednesday,False,3,Afternoon,Low
ST096,Delhi,2025-11-10,Truck,23:04,01:49,113.12,1069.33,Cash,165.0,10,November,2025,Monday,False,23,Night,Low
ST166,Chennai,2024-02-18,Car,08:57,10:30,32.77,315.53,UPI,93.0,18,February,2024,Sunday,True,8,Morning,Low
ST077,Hyderabad,2025-08-28,Bike,18:31,20:35,73.0,762.75,Card,124.0,28,August,2025,Thursday,False,18,Evening,Medium
